,county,fips,ST,lat,lng,population
1030,Bryan,40013,OK,33.9623,-96.2598,47325
1031,Charlottesville,51540,VA,38.0375,-78.4855,47217
1032,Beaufort,37013,NC,35.494,-76.8598,47160
1033,Lincoln,22061,LA,32.6016,-92.6649,47118
1034,Kittitas,53037,WA,47.1243,-120.6797,47097
1035,Osage,40113,OK,36.6292,-96.3985,47074
1036,Campbell,56005,WY,44.2483,-105.5483,46958
1037,Beltrami,27007,MN,47.9738,-94.9377,46784
1038,Clinton,19045,IA,41.898,-90.532,46734
1039,St. Bernard,22087,LA,29.8692,-89.5552,46694
1040,Santa Cruz,4023,AZ,31.526,-110.8466,46594
1041,Monroe,47123,TN,35.4426,-84.2527,46413
1042,Marshall,18099,IN,41.3248,-86.2618,46336
1043,Goodhue,27049,MN,44.4097,-92.7229,46330
1044,Washington,22117,LA,30.8533,-90.0405,46325
1045,Allegany,36003,NY,42.2574,-78.0276,46304
1046,Bingham,16011,ID,43.2166,-112.3981,46246
1047,Mifflin,42087,PA,40.6104,-77.617,46179
1048,Monroe,55081,WI,43.9457,-90.6178,46155
1049,Perry,42099,PA,40.3984,-77.2623,46133
1050,Warren,28149,MS,32.3572,-90.852,46030
1051,Nelson,21179,KY,37.8051,-85.466,45915
1052,Chesterfield,45025,SC,34.6398,-80.1587,45833
1053,Calaveras,6009,CA,38.2046,-120.5541,45828
1054,Camden,29029,MO,38.027,-92.766,45823
1055,Gadsden,12039,FL,30.5795,-84.6136,45787
1056,Auglaize,39011,OH,40.5609,-84.2218,45709
1057,Hillsdale,26059,MI,41.8878,-84.5929,45707
1058,Stokes,37169,NC,36.4019,-80.2397,45688
1059,Lawrence,18093,IN,38.8412,-86.4834,45552
1060,Henderson,21101,KY,37.7958,-87.573,45550
1061,Nye,32023,NV,38.0424,-116.472,45514
1062,Colquitt,13071,GA,31.1884,-83.7688,45510
1063,Kendall,48259,TX,29.9447,-98.7115,45491
1064,McDowell,37111,NC,35.6817,-82.0493,45402
1065,Logan,39091,OH,40.3885,-83.7658,45315
1066,Macoupin,17117,IL,39.261,-89.9245,45243
1067,Stevens,53065,WA,48.3991,-117.8552,45233
1068,Habersham,13137,GA,34.631,-83.5311,45204
1069,Greene,5055,AR,36.1176,-90.559,45197
1070,Barron,55005,WI,45.4237,-91.8483,45182
1071,Itasca,27061,MN,47.5095,-93.6319,45180
1072,Huntingdon,42061,PA,40.4169,-77.9812,45145
1073,Washington,28151,MS,33.2838,-90.9474,45072
1074,Baldwin,13009,GA,33.0693,-83.2496,45072
1075,Wood,48499,TX,32.7864,-95.3821,45054
1076,Hopkins,21107,KY,37.3088,-87.5408,45044
1077,Dunn,55033,WI,44.9466,-91.8964,45029
1078,Callaway,29027,MO,38.8355,-91.926,44944
1079,Union,42119,PA,40.963,-77.0622,44831
1080,Richmond,37153,NC,35.006,-79.7479,44759
1081,Bonner,16017,ID,48.3,-116.6011,44688
1082,Stephenson,17177,IL,42.3518,-89.6623,44683
1083,Delaware,36025,NY,42.1981,-74.9665,44676
1084,Vance,37181,NC,36.3649,-78.4079,44614
1085,Phelps,29161,MO,37.8771,-91.7923,44587
1086,Shelby,18145,IN,39.5237,-85.7917,44559
1087,Thomas,13275,GA,30.8637,-83.9193,44545
1088,Suwannee,12121,FL,30.1956,-82.9915,44290
1089,Madison,39097,OH,39.894,-83.4002,44248
1090,Chilton,1021,AL,32.8479,-86.7188,44147
1091,Jackson,18071,IN,38.9064,-86.0375,44077
1092,Kay,40071,OK,36.818,-97.1439,44074
1093,Barren,21009,KY,36.9656,-85.9337,44026
1094,Pittsburg,40121,OK,34.9239,-95.7484,43955
1095,Holmes,39075,OH,40.5612,-81.9293,43954
1096,Lawrence,47099,TN,35.2173,-87.3956,43780
1097,Jefferson,42065,PA,41.1282,-78.9994,43570
1098,Polk,55095,WI,45.4614,-92.4413,43549
1099,Siskiyou,6093,CA,41.5927,-122.5404,43516
1100,Miller,5091,AR,33.3124,-93.8921,43515
1101,Brown,39015,OH,38.9338,-83.8673,43508
1102,Douglas,55031,WI,46.4329,-91.9161,43497
1103,Mecosta,26107,MI,43.6408,-85.3246,43481
1104,Shenandoah,51171,VA,38.8583,-78.5709,43441
1105,Jackson,37099,NC,35.2876,-83.1408,43435
1106,Branch,26023,MI,41.9161,-85.059,43428
1107,Ravalli,30081,MT,46.0817,-114.1207,43424
1108,Stephens,40137,OK,34.4856,-97.8515,43401
1109,Sweetwater,56037,WY,41.6595,-108.8795,43352
1110,DeKalb,18033,IN,41.3976,-84.9991,43193
1111,Sullivan,33019,NH,43.3614,-72.2222,43173
1112,Fayette,54019,WV,38.0288,-81.0812,43087
1113,Highland,39071,OH,39.1847,-83.601,43080
1114,Coffee,13069,GA,31.5493,-82.8492,43070
1115,St. John the Baptist,22095,LA,30.1264,-90.4709,43055
1116,Kandiyohi,27067,MN,45.1524,-95.0047,42909
1117,Caldwell,48055,TX,29.8368,-97.6199,42817
1118,Delaware,40041,OK,36.4082,-94.8026,42741
1119,Muscatine,19139,IA,41.4839,-91.1127,42703
1120,Cerro Gordo,19033,IA,43.0816,-93.2608,42672
1121,Windham,50025,VT,42.9906,-72.7137,42628
1122,Chambers,48071,TX,29.7384,-94.6101,42571
1123,Butler,29023,MO,36.7164,-90.4066,42570
1124,Davie,37059,NC,35.9291,-80.5445,42543
1125,Dubois,18037,IN,38.3643,-86.8798,42534
1126,Douglas,53017,WA,47.7361,-119.6918,42520
1127,Pettis,29159,MO,38.7283,-93.2851,42421
1128,Pierce,55093,WI,44.7194,-92.4224,42336
1129,Montrose,8085,CO,38.4022,-108.2694,42280
1130,Polk,13233,GA,34.0018,-85.1881,42251
1131,Erath,48143,TX,32.2363,-98.218,42226
1132,Fulton,39051,OH,41.6018,-84.1301,42186
1133,Okanogan,53047,WA,48.5488,-119.7408,42080
1134,Clinton,39027,OH,39.4149,-83.8084,42000
1135,Franklin,47051,TN,35.155,-86.0922,41999
1136,Ohio,54069,WV,40.0969,-80.6189,41875
1137,Sequoyah,40135,OK,35.4953,-94.7552,41687
1138,Summit,49043,UT,40.8682,-110.9557,41680
1139,Baxter,5005,AR,36.2872,-92.3369,41673
1140,Wharton,48481,TX,29.2779,-96.2221,41672
1141,Okeechobee,12093,FL,27.3864,-80.8886,41611
1142,Crawford,39033,OH,40.8508,-82.9198,41603
1143,Hendry,12051,FL,26.5535,-81.1659,41472
1144,Mississippi,5093,AR,35.7624,-90.0521,41396
1145,Upshur,48459,TX,32.7363,-94.9415,41386
1146,Tazewell,51185,VA,37.125,-81.5606,41201
1147,Sanilac,26151,MI,43.4236,-82.8203,41179
1148,Mayes,40097,OK,36.3019,-95.2307,41098
1149,Manassas,51683,VA,38.7479,-77.4838,41038
1150,Mercer,39107,OH,40.5399,-84.6294,41034
1151,McKean,42083,PA,41.8076,-78.569,41021
1152,Preble,39135,OH,39.7415,-84.648,40995
1153,Levy,12075,FL,29.3184,-82.7436,40979
1154,Warren,47177,TN,35.6787,-85.7785,40971
1155,Shawano,55115,WI,44.7891,-88.7654,40813
1156,Jim Wells,48249,TX,27.7314,-98.0899,40796
1157,Tioga,42117,PA,41.7722,-77.2543,40759
1158,Gratiot,26057,MI,43.2927,-84.6049,40692
1159,Danville,51590,VA,36.5831,-79.4088,40668
1160,Orleans,36073,NY,43.2521,-78.2312,40624
1161,Fayette,47047,TN,35.1971,-89.4144,40612
1162,Susquehanna,42115,PA,41.8214,-75.8007,40604
1163,Tift,13277,GA,31.4574,-83.5266,40590
1164,Ottawa,39123,OH,41.5379,-83.1434,40557
1165,Cheatham,47021,TN,36.2612,-87.0868,40539
1166,Benton,27009,MN,45.6991,-93.9988,40476
1167,Nez Perce,16069,ID,46.3268,-116.7503,40468
1168,Avoyelles,22009,LA,31.0763,-92.0014,40465
1169,Snyder,42109,PA,40.7698,-77.0702,40452
1170,Tallapoosa,1123,AL,32.8624,-85.7975,40450
1171,Cooke,48097,TX,33.6393,-97.2126,40428
1172,Marinette,55075,WI,45.3833,-88.0337,40312
1173,Harrison,18061,IN,38.1951,-86.1114,40164
1174,Howell,29091,MO,36.774,-91.8865,40130
1175,Latah,16057,ID,46.8162,-116.7117,40052
1176,Wyoming,36121,NY,42.7024,-78.2244,40027
1177,Isanti,27059,MN,45.5615,-93.2951,40004
1178,Wayne,54099,WV,38.146,-82.427,39952
1179,Mower,27099,MN,43.6715,-92.7525,39931
1180,McClain,40087,OK,35.0093,-97.4443,39921
1181,Warren,51187,VA,38.9087,-78.2085,39888
1182,Campbell,47013,TN,36.4035,-84.1494,39818
1183,Knox,23013,ME,44.141,-69.1686,39809
1184,Marshall,19127,IA,42.0358,-92.9988,39804
1185,Murray,13213,GA,34.7884,-84.7481,39789
1186,Pasquotank,37139,NC,36.2955,-76.284,39775
1187,Madison,16065,ID,43.7841,-111.6592,39725
1188,Waldo,23027,ME,44.5028,-69.1454,39723
1189,Fremont,56013,WY,43.0405,-108.6304,39711
1190,Clatsop,41007,OR,45.9949,-123.6557,39656
1191,Person,37145,NC,36.39,-78.9718,39561
1192,LaGrange,18087,IN,41.6426,-85.4265,39537
1193,Warren,42123,PA,41.8145,-79.2741,39466
1194,Pike,28113,MS,31.1749,-90.4042,39365
1195,Des Moines,19057,IA,40.9232,-91.1815,39227
1196,Oconee,13219,GA,33.8349,-83.4371,39194
1197,Webster,29225,MO,37.2809,-92.8759,39127
1198,Union,5139,AR,33.1713,-92.5972,39089
1199,Amador,6005,CA,38.4464,-120.6511,39023
1200,Guernsey,39059,OH,40.052,-81.4942,38996
1201,Calloway,21035,KY,36.621,-88.2722,38991
1202,Brown,46013,SD,45.5898,-98.3516,38988
1203,Rio Arriba,35039,NM,36.5096,-106.6931,38962
1204,Crawford,20037,KS,37.5073,-94.8518,38874
1205,Champaign,39021,OH,40.1377,-83.7695,38861
1206,Webster,22119,LA,32.7135,-93.335,38813
1207,Franklin,17055,IL,37.9923,-88.9242,38688
1208,Albany,56001,WY,41.6544,-105.7239,38664
1209,Clarion,42031,PA,41.1924,-79.421,38633
1210,Okmulgee,40111,OK,35.6466,-95.9643,38553
1211,Clinton,42035,PA,41.234,-77.6381,38549
1212,Scott,29201,MO,37.053,-89.5686,38538
1213,Natchitoches,22069,LA,31.7234,-93.0962,38505
1214,Woodford,17203,IL,40.7882,-89.2111,38503
1215,Pontotoc,40123,OK,34.7281,-96.6844,38385
1216,Newberry,45071,SC,34.2898,-81.6001,38329
1217,Bryan,13029,GA,32.0145,-81.4436,38321
1218,Graham,4009,AZ,32.9325,-109.8874,38304
1219,Montgomery,18107,IN,40.0404,-86.8933,38295
1220,Prince George,51149,VA,37.1865,-77.2242,38292
1221,Lawrence,29109,MO,37.1064,-93.8329,38241
1222,Dallas,1047,AL,32.326,-87.1065,38184
1223,Wise,51195,VA,36.9752,-82.6212,38032
1224,Defiance,39039,OH,41.3239,-84.4905,38024
1225,Oconto,55083,WI,45.0263,-88.2697,37870
1226,Douglas,27041,MN,45.9338,-95.4535,37820
1227,Brown,48049,TX,31.7743,-98.9998,37805
1228,Jefferson,17081,IL,38.3005,-88.924,37774
1229,Cass,18017,IN,40.7615,-86.346,37727
1230,Colleton,45029,SC,32.8636,-80.6669,37624
1231,Yadkin,37197,NC,36.1605,-80.6652,37589
1232,Independence,5063,AR,35.7416,-91.5697,37585
1233,Clinton,17027,IL,38.6065,-89.4225,37549
1234,Boone,5009,AR,36.3086,-93.0915,37525
1235,Marion,17121,IL,38.6496,-88.919,37524
1236,Putnam,18133,IN,39.6663,-86.845,37419
1237,Chippewa,26033,MI,46.3053,-84.578,37418
1238,Beauregard,22011,LA,30.6486,-93.3432,37387
1239,DeSoto,12027,FL,27.1863,-81.8095,37371
1240,Gloucester,51073,VA,37.416,-76.5434,37362
1241,Essex,36031,NY,44.1172,-73.7726,37281
1242,Alexander,37003,NC,35.921,-81.177,37271
1243,Dyer,47045,TN,36.0592,-89.4137,37201
1244,Graves,21083,KY,36.7231,-88.6512,37125
1245,Isle of Wight,51093,VA,36.8912,-76.7259,37107
1246,Covington,1039,AL,31.2485,-86.4513,37096
1247,Talbot,24041,MD,38.7709,-76.0968,37087
1248,Alcorn,28003,MS,34.8808,-88.5803,37058
1249,Jasper,19099,IA,41.686,-93.0537,37032
1250,Addison,50001,VT,44.0308,-73.1409,36947
1251,Knox,18083,IN,38.6891,-87.418,36833
1252,Matagorda,48321,TX,28.8212,-96.011,36791
1253,Green,55045,WI,42.68,-89.6022,36790
1254,Escambia,1053,AL,31.1262,-87.1615,36775
1255,Williams,39171,OH,41.5603,-84.5882,36760
1256,Steele,27147,MN,44.0223,-93.226,36710
1257,Hopkins,48223,TX,33.1496,-95.564,36708
1258,Dare,37055,NC,35.7805,-75.7982,36698
1259,Louisa,51109,VA,37.9786,-77.963,36654
1260,Dodge,31053,NE,41.5779,-96.654,36565
1261,Coshocton,39031,OH,40.3017,-81.92,36558
1262,Orange,51137,VA,38.2462,-78.0137,36501
1263,Greene,42059,PA,39.8538,-80.2229,36484
1264,Finney,20055,KS,38.0443,-100.737,36451
1265,Huntington,18069,IN,40.8292,-85.4881,36351
1266,Webster,19187,IA,42.4279,-94.1818,36348
1267,Whitley,21235,KY,36.7581,-84.1452,36252
1268,Howard,48227,TX,32.3062,-101.4355,36213
1269,Clark,21049,KY,37.9708,-84.1474,36152
1270,Hill,48217,TX,31.9907,-97.1324,36109
1271,Perry,39127,OH,39.7371,-82.2361,36076
1272,Williams,38105,ND,48.3437,-103.4802,36044
1273,Floyd,21071,KY,37.5571,-82.7457,35931
1274,Houghton,26061,MI,46.8978,-88.6875,35890
1275,Scotts Bluff,31157,NE,41.8505,-103.708,35884
1276,Delta,26041,MI,45.9192,-86.9241,35874
1277,Cocke,47029,TN,35.9254,-83.1212,35797
1278,McLeod,27085,MN,44.8236,-94.2724,35788
1279,Livingston,17105,IL,40.8916,-88.5577,35757
1280,Ware,13299,GA,31.0537,-82.4237,35745
1281,Uintah,49047,UT,40.1248,-109.5186,35736
1282,Sagadahoc,23023,ME,43.9598,-69.8546,35720
1283,Carlton,27017,MN,46.5924,-92.677,35709
1284,Miami,18103,IN,40.7695,-86.045,35684
1285,Laclede,29105,MO,37.6583,-92.5903,35680
1286,Bennington,50003,VT,43.0354,-73.093,35649
1287,Barry,29009,MO,36.7099,-93.8291,35615
1288,Jasper,48241,TX,30.744,-94.0251,35562
1289,Monroe,28095,MS,33.8923,-88.4805,35559
1290,Adams,18001,IN,40.7456,-84.9366,35544
1291,Marshall,28093,MS,34.7623,-89.5031,35502
1292,Oneida,55085,WI,45.7056,-89.5218,35480
1293,Greenup,21089,KY,38.5457,-82.9223,35359
1294,Washington,48477,TX,30.2145,-96.4034,35275
1295,Macon,37113,NC,35.1505,-83.4222,35172
1296,Morrow,39117,OH,40.5241,-82.7941,35148
1297,Brookings,46011,SD,44.3697,-96.7904,35115
1298,Wapello,19179,IA,41.0306,-92.4095,35102
1299,Cowley,20035,KS,37.2377,-96.8375,35090
1300,Warren,29219,MO,38.7646,-91.1607,35090
1301,Fannin,48147,TX,33.5938,-96.1068,35046
1302,Lincoln,31111,NE,41.0478,-100.7452,35042
1303,Madison,31119,NE,41.9167,-97.6008,35023
1304,Lincoln,40081,OK,35.703,-96.8809,34936
1305,Scotland,37165,NC,34.8409,-79.4804,34921
1306,Sioux,19167,IA,43.0826,-96.1779,34900
1307,Silver Bow,30093,MT,45.9024,-112.6567,34895
1308,Greenbrier,54025,WV,37.947,-80.453,34893
1309,Harris,13145,GA,32.736,-84.9089,34676
1310,Clark,55019,WI,44.7347,-90.6121,34668
1311,Fulton,17057,IL,40.4728,-90.2075,34654
1312,Steuben,18151,IN,41.6439,-85.0008,34591
1313,Monroe,17133,IL,38.2785,-90.1773,34444
1314,Harvey,20079,KS,38.0432,-97.4272,34434
1315,Lincoln,23015,ME,44.0664,-69.5435,34415
1316,Halifax,51083,VA,36.7669,-78.9366,34295
1317,Seneca,36099,NY,42.781,-76.8238,34295
1318,Becker,27005,MN,46.9346,-95.674,34227
1319,Lee,17103,IL,41.7461,-89.3003,34204
1320,Lincoln,28085,MS,31.5324,-90.454,34197
1321,Nicollet,27103,MN,44.3499,-94.2474,34176
1322,Lincoln,47103,TN,35.1405,-86.589,34158
1323,Effingham,17049,IL,39.0598,-88.5899,34151
1324,Pulaski,51155,VA,37.0636,-80.7144,34113
1325,Panola,28107,MS,34.3639,-89.9506,34079
1326,Transylvania,37175,NC,35.2021,-82.7982,34039
1327,Morgan,17137,IL,39.7156,-90.2015,34012
1328,Lee,19111,IA,40.642,-91.4793,33946
1329,Whitley,18183,IN,41.1394,-85.5051,33899
1330,Clarendon,45027,SC,33.6658,-80.2164,33865
1331,Putnam,39137,OH,41.0221,-84.1317,33836
1332,Miami,20121,KS,38.5635,-94.8381,33740
1333,Ford,20057,KS,37.6917,-99.888,33718
1334,Gibson,18051,IN,38.3119,-87.5846,33711
1335,Marshall,47117,TN,35.4689,-86.765,33708
1336,Hot Spring,5059,AR,34.3177,-92.9461,33667
1337,Preston,54077,WV,39.4693,-79.6682,33610
1338,Evangeline,22039,LA,30.7289,-92.4059,33491
1339,Hale,48189,TX,34.0705,-101.8269,33463
1340,Botetourt,51023,VA,37.5571,-79.8123,33440
1341,Jasper,18073,IN,41.023,-87.1161,33433
1342,Wexford,26165,MI,44.3384,-85.5784,33433
1343,Chambers,1017,AL,32.9143,-85.392,33427
1344,Weakley,47183,TN,36.2983,-88.7178,33377
1345,Geary,20061,KS,39.0024,-96.7525,33309
1346,Daviess,18027,IN,38.7024,-87.0721,33277
1347,Pike,1109,AL,31.8027,-85.9409,33274
1348,Caroline,24011,MD,38.8717,-75.8316,33260
1349,Platte,31141,NE,41.5713,-97.5211,33250
1350,Lyon,20111,KS,38.4562,-96.1526,33237
1351,Bladen,37017,NC,34.6146,-78.5637,33209
1352,Marion,19125,IA,41.3344,-93.0994,33193
1353,Emmet,26047,MI,45.5201,-84.8904,33175
1354,Morrison,27097,MN,46.0126,-94.2684,33119
1355,Wasatch,49051,UT,40.3308,-111.1682,33053
1356,Lumpkin,13187,GA,34.5722,-84.0027,33009
1357,Lawrence,1079,AL,34.5216,-87.311,32969
1358,Rhea,47143,TN,35.6087,-84.9244,32964
1359,McCurtain,40089,OK,34.1154,-94.7713,32913
1360,Bureau,17011,IL,41.4041,-89.5286,32878
1361,Wakulla,12129,FL,30.1673,-84.4007,32855
1362,Taos,35055,NM,36.5783,-105.631,32759
1363,Titus,48449,TX,33.2166,-94.9657,32709
1364,Christian,17021,IL,39.5458,-89.2772,32705
1365,Lafayette,29107,MO,39.0655,-93.7854,32697
1366,Iberville,22047,LA,30.2586,-91.3495,32626
1367,Bee,48025,TX,28.4174,-97.7412,32609
1368,Logan,54045,WV,37.8315,-81.9353,32593
1369,Accomack,51001,VA,37.7643,-75.6332,32560
1370,Jackson,39079,OH,39.0197,-82.6184,32440
1371,Chester,45023,SC,34.6921,-81.1595,32260
1372,Henry,47079,TN,36.3318,-88.3013,32251
1373,Clinton,18023,IN,40.3017,-86.4752,32186
1374,Greene,18055,IN,39.0363,-86.962,32174
1375,Jefferson,18077,IN,38.7858,-85.4386,32167
1376,Montgomery,20125,KS,37.1925,-95.7429,32114
1377,Juneau,2110,AK,58.4546,-134.1739,32099
1378,Polk,29167,MO,37.6165,-93.4005,32031
1379,Pickens,13227,GA,34.4643,-84.4656,32002
1380,Pontotoc,28115,MS,34.2254,-89.0374,31996
1381,Dorchester,24019,MD,38.4829,-76.0125,31994
1382,Randolph,17157,IL,38.0521,-89.8252,31973
1383,Stone,29209,MO,36.7469,-93.456,31875
1384,Claiborne,47025,TN,36.4859,-83.6604,31827
1385,Jefferson,53031,WA,47.7487,-123.596,31825
1386,Amherst,51009,VA,37.6048,-79.1451,31782
1387,Franklin,1059,AL,34.4417,-87.8438,31587
1388,Adams,31001,NE,40.5245,-98.5012,31541
1389,Coos,33007,NH,44.6896,-71.3056,31486
1390,Jefferson Davis,22053,LA,30.2677,-92.8141,31425
1391,Hardin,39065,OH,40.6615,-83.6595,31393
1392,Polk,27119,MN,47.7739,-96.4018,31384
1393,Washington,23029,ME,45.0307,-67.6287,31378
1394,Knox,21121,KY,36.8907,-83.854,31288
1395,Ottawa,40115,OK,36.8355,-94.8104,31283
1396,Bolivar,28011,MS,33.7971,-90.8806,31253
1397,Marshall,21157,KY,36.8834,-88.3294,31225
1398,Wabash,18169,IN,40.8457,-85.794,31198
1399,Schoharie,36095,NY,42.5882,-74.4421,31189
1400,Stark,38089,ND,46.8107,-102.6551,31164
1401,Morton,38059,ND,46.7161,-101.2811,31118
1402,Huron,26063,MI,43.8333,-83.019,31105
1403,Adams,28001,MS,31.4829,-91.3535,31103
1404,Gilmer,13123,GA,34.6912,-84.4556,30986
1405,Marion,45067,SC,34.0801,-79.3625,30954
1406,Marshall,54051,WV,39.8606,-80.6634,30900
1407,Muhlenberg,21177,KY,37.2158,-87.142,30815
1408,Williamsburg,45089,SC,33.6199,-79.7277,30810
1409,Petersburg,51730,VA,37.2043,-77.3913,30791
1410,Vernon,55123,WI,43.5939,-90.8344,30759
1411,Delta,8029,CO,38.8614,-107.8629,30758
1412,Summit,8117,CO,39.6342,-106.1164,30735
1413,Mecklenburg,51117,VA,36.6804,-78.3627,30726
1414,Kleberg,48273,TX,27.4337,-97.7273,30725
1415,Clare,26035,MI,43.9879,-84.8478,30655
1416,Malheur,41045,OR,43.1934,-117.6231,30632
1417,Lassen,6035,CA,40.6736,-120.5943,30600
1418,Caroline,51033,VA,38.0267,-77.3471,30581
1419,Smyth,51173,VA,36.8437,-81.537,30539
1420,Dillon,45033,SC,34.3915,-79.3789,30473
1421,Freeborn,27047,MN,43.6738,-93.3488,30465
1422,Sanpete,49039,UT,39.3739,-111.5763,30421
1423,Sheridan,56033,WY,44.79,-106.8793,30397
1424,Lake,30047,MT,47.6459,-114.0894,30383
1425,Obion,47131,TN,36.3582,-89.1488,30343
1426,McDonough,17109,IL,40.4562,-90.6779,30107
1427,Boyle,21021,KY,37.6244,-84.8668,30090
1428,Elk,42047,PA,41.4251,-78.6491,30077
1429,Caledonia,50005,VT,44.4647,-72.1021,30027
1430,Cass,48067,TX,33.0775,-94.3436,30002
1431,Gallia,39053,OH,38.8247,-82.3169,29995
1432,White,13311,GA,34.6464,-83.7471,29962
1433,Wayne,13305,GA,31.5515,-81.9168,29959
1434,Franklin,23007,ME,44.9741,-70.4441,29933
1435,Carroll,51035,VA,36.7316,-80.7339,29911
1436,Austin,48015,TX,29.887,-96.2779,29892
1437,Marion,1093,AL,34.1366,-87.8871,29818
1438,Lee,13177,GA,31.7795,-84.1411,29735
1439,Sumter,13261,GA,32.0399,-84.197,29714
1440,Dunklin,29069,MO,36.2721,-90.0909,29657
1441,Madison,13195,GA,34.1278,-83.209,29624
1442,Haralson,13143,GA,33.7942,-85.211,29608
1443,Jasper,45053,SC,32.4374,-81.0317,29558
1444,Trempealeau,55121,WI,44.304,-91.3585,29525
1445,Cass,27021,MN,46.9496,-94.3254,29462
1446,Giles,47055,TN,35.2022,-87.0348,29403
1447,Park,56029,WY,44.5205,-109.5879,29273
1448,Stoddard,29207,MO,36.8556,-89.9443,29255
1449,Pine,27115,MN,46.1208,-92.7413,29254
1450,Powhatan,51145,VA,37.5502,-77.9152,29253
1451,Neshoba,28099,MS,32.7535,-89.1176,29250
1452,Jefferson,16051,ID,43.8201,-112.3113,29238
1453,Caddo,40015,OK,35.1744,-98.3752,29179
1454,Garrett,24023,MD,39.5289,-79.2729,29155
1455,Hancock,54029,WV,40.5219,-80.5739,29118
1456,Mason,26105,MI,43.9952,-86.25,29062
1457,Fredericksburg,51630,VA,38.2992,-77.4872,29059
1458,Custer,40039,OK,35.6388,-99.0015,28929
1459,Orange,50017,VT,44.0056,-72.3769,28873
1460,Logan,17107,IL,40.1245,-89.3675,28818
1461,Jackson,54035,WV,38.8345,-81.6748,28793
1462,Palo Pinto,48363,TX,32.7532,-98.313,28792
1463,Leflore,28083,MS,33.5505,-90.3011,28764
1464,Randolph,54083,WV,38.7747,-79.8758,28763
1465,Ellis,20051,KS,38.9147,-99.3173,28747
1466,Wythe,51197,VA,36.9171,-81.0787,28725
1467,Dinwiddie,51053,VA,37.0759,-77.6323,28686
1468,Baker,12003,FL,30.3311,-82.2846,28679
1469,Marion,47115,TN,35.1293,-85.622,28639
1470,Jones,13169,GA,33.0251,-83.5605,28622
1471,Morgan,8087,CO,40.2628,-103.8098,28617
1472,Fayette,39047,OH,39.5599,-83.4561,28609
1473,Montgomery,17135,IL,39.231,-89.4789,28598
1474,Union,28145,MS,34.4905,-89.0039,28578
1475,San Jacinto,48407,TX,30.5795,-95.1669,28574
1476,Marion,29127,MO,39.8059,-91.6224,28572
1477,McPherson,20113,KS,38.3917,-97.648,28557
1478,Yazoo,28163,MS,32.7803,-90.3964,28511
1479,Ripley,18137,IN,39.1035,-85.2624,28457
1480,Grimes,48185,TX,30.5435,-95.9855,28447
1481,Alpena,26007,MI,45.0348,-83.6277,28431
1482,Le Sueur,27079,MN,44.3714,-93.7301,28425
1483,Tate,28137,MS,34.6503,-89.9448,28419
1484,Cherokee,37039,NC,35.1339,-84.0635,28413
1485,Meade,21163,KY,37.9698,-86.2171,28379
1486,Copiah,28029,MS,31.8692,-90.4488,28339
1487,Hocking,39073,OH,39.497,-82.4792,28306
1488,Scott,28123,MS,32.4064,-89.5376,28288
1489,Van Wert,39161,OH,40.8554,-84.5861,28213
1490,Meade,46093,SD,44.5668,-102.7169,28149
1491,Codington,46029,SD,44.9779,-97.1886,28133
1492,Carroll,5015,AR,36.341,-93.5382,28062
1493,Glenn,6021,CA,39.5983,-122.3921,28060
1494,Montgomery,21173,KY,38.0335,-83.9131,28042
1495,Wells,18179,IN,40.7292,-85.2212,28010
1496,Henderson,47077,TN,35.6543,-88.388,27956
1497,Washington,18175,IN,38.6,-86.1053,27942
1498,Pike,39131,OH,39.0773,-83.0668,27914
1499,Winchester,51840,VA,39.1735,-78.1746,27912
1500,Carroll,47017,TN,35.9732,-88.4502,27841
1501,Garvin,40049,OK,34.7046,-97.3093,27789
1502,Bradford,12007,FL,29.95,-82.1688,27723
1503,Del Norte,6015,CA,41.7431,-123.8972,27692
1504,Lincoln,55069,WI,45.3375,-89.7346,27687
1505,Adams,39001,OH,38.8455,-83.4721,27685
1506,Jennings,18079,IN,38.9969,-85.6281,27639
1507,Door,55029,WI,44.9473,-87.3135,27621
1508,San Miguel,35047,NM,35.4806,-104.816,27546
1509,Peach,13225,GA,32.5688,-83.8269,27502
1510,Monroe,13207,GA,33.0139,-83.9186,27455
1511,Iroquois,17075,IL,40.7472,-87.8243,27437
1512,De Soto,22031,LA,32.0554,-93.7372,27395
1513,Grant,35017,NM,32.7389,-108.3824,27391
1514,Union,45087,SC,34.6895,-81.6191,27325
1515,Montgomery,37123,NC,35.3325,-79.9055,27223
1516,Currituck,37053,NC,36.4031,-76.0059,27210
1517,Carroll,39019,OH,40.5796,-81.0897,27195
1518,White,47185,TN,35.9264,-85.4552,27087
1519,Wyoming,42131,PA,41.5183,-76.0166,27078
1520,Henry,39069,OH,41.3339,-84.0682,27068
1521,Logan,21141,KY,36.8597,-86.8789,27049
1522,Mineral,54057,WV,39.4147,-78.9438,27047
1523,Elmore,16039,ID,43.3539,-115.4693,27043
1524,Hardee,12049,FL,27.4927,-81.81,27027
1525,Edgefield,45037,SC,33.7722,-81.9664,27021
1526,Ashe,37009,NC,36.4341,-81.5003,27009
1527,Carter,21043,KY,38.3182,-83.0495,26976
1528,Toombs,13279,GA,32.1217,-82.3313,26947
1529,Russell,51167,VA,36.9339,-82.0954,26937
1530,Uvalde,48463,TX,29.3573,-99.7622,26899
1531,Fluvanna,51065,VA,37.8419,-78.2772,26873
