fips,Recip_County,ST,Vax_Pct
48161,Freestone County,TX,38.6
48163,Frio County,TX,68.9
48165,Gaines County,TX,22.1
48167,Galveston County,TX,60.8
48169,Garza County,TX,52.2
48171,Gillespie County,TX,53.6
48173,Glasscock County,TX,44.4
48175,Goliad County,TX,42.1
48177,Gonzales County,TX,50.6
48179,Gray County,TX,40.9
48181,Grayson County,TX,45.5
48183,Gregg County,TX,45.3
48185,Grimes County,TX,53.5
48187,Guadalupe County,TX,55.7
48189,Hale County,TX,43.5
48191,Hall County,TX,43.3
48193,Hamilton County,TX,49.5
48195,Hansford County,TX,42.6
48197,Hardeman County,TX,46.0
48199,Hardin County,TX,37.9
48201,Harris County,TX,64.7
48203,Harrison County,TX,40.5
48205,Hartley County,TX,47.6
48207,Haskell County,TX,38.4
48209,Hays County,TX,63.1
48211,Hemphill County,TX,41.8
48213,Henderson County,TX,39.1
48215,Hidalgo County,TX,77.9
48217,Hill County,TX,41.2
48219,Hockley County,TX,42.5
48221,Hood County,TX,47.9
48223,Hopkins County,TX,39.3
48225,Houston County,TX,42.1
48227,Howard County,TX,38.2
48229,Hudspeth County,TX,66.9
48231,Hunt County,TX,43.0
48233,Hutchinson County,TX,35.3
48235,Irion County,TX,95.0
48237,Jack County,TX,40.7
48239,Jackson County,TX,44.8
48241,Jasper County,TX,36.5
48243,Jeff Davis County,TX,51.5
48245,Jefferson County,TX,51.6
48247,Jim Hogg County,TX,57.0
48249,Jim Wells County,TX,54.4
48251,Johnson County,TX,46.4
48253,Jones County,TX,43.3
48255,Karnes County,TX,55.7
48257,Kaufman County,TX,52.8
48259,Kendall County,TX,61.8
48261,Kenedy County,TX,54.0
48263,Kent County,TX,37.7
48265,Kerr County,TX,51.0
48267,Kimble County,TX,42.3
48269,King County,TX,21.3
48271,Kinney County,TX,52.6
48273,Kleberg County,TX,61.4
48275,Knox County,TX,39.3
48277,Lamar County,TX,39.8
48279,Lamb County,TX,43.3
48281,Lampasas County,TX,45.1
48283,La Salle County,TX,63.2
48285,Lavaca County,TX,41.8
48287,Lee County,TX,46.5
48289,Leon County,TX,35.9
48291,Liberty County,TX,42.5
48293,Limestone County,TX,37.3
48295,Lipscomb County,TX,34.2
48297,Live Oak County,TX,43.1
48299,Llano County,TX,50.8
48301,Loving County,TX,18.3
48303,Lubbock County,TX,49.2
48305,Lynn County,TX,38.5
48307,McCulloch County,TX,38.3
48309,McLennan County,TX,52.0
48311,McMullen County,TX,45.0
48313,Madison County,TX,41.6
48315,Marion County,TX,39.7
48317,Martin County,TX,31.9
48319,Mason County,TX,47.7
48321,Matagorda County,TX,46.8
48323,Maverick County,TX,95.0
48325,Medina County,TX,55.8
48327,Menard County,TX,53.3
48329,Midland County,TX,43.5
48331,Milam County,TX,45.0
48333,Mills County,TX,43.1
48335,Mitchell County,TX,36.0
48337,Montague County,TX,35.1
48339,Montgomery County,TX,55.7
48341,Moore County,TX,47.0
48343,Morris County,TX,42.9
48345,Motley County,TX,28.0
48347,Nacogdoches County,TX,46.2
48349,Navarro County,TX,45.4
48351,Newton County,TX,25.0
48353,Nolan County,TX,41.6
48355,Nueces County,TX,57.9
48357,Ochiltree County,TX,38.5
48359,Oldham County,TX,34.6
48361,Orange County,TX,36.6
48363,Palo Pinto County,TX,37.2
48365,Panola County,TX,37.6
48367,Parker County,TX,46.4
48369,Parmer County,TX,40.7
48371,Pecos County,TX,58.3
48373,Polk County,TX,47.9
48375,Potter County,TX,46.4
48377,Presidio County,TX,94.3
48379,Rains County,TX,36.1
48381,Randall County,TX,46.8
48383,Reagan County,TX,38.5
48385,Real County,TX,49.7
48387,Red River County,TX,41.2
48389,Reeves County,TX,83.5
48391,Refugio County,TX,53.5
48393,Roberts County,TX,31.3
48395,Robertson County,TX,44.3
48397,Rockwall County,TX,59.0
48399,Runnels County,TX,44.1
48401,Rusk County,TX,39.0
48403,Sabine County,TX,36.5
48405,San Augustine County,TX,40.4
48407,San Jacinto County,TX,34.2
48409,San Patricio County,TX,56.1
48411,San Saba County,TX,38.8
48413,Schleicher County,TX,41.7
48415,Scurry County,TX,46.3
48417,Shackelford County,TX,36.8
48419,Shelby County,TX,36.1
48421,Sherman County,TX,34.9
48423,Smith County,TX,46.5
48425,Somervell County,TX,44.8
48427,Starr County,TX,95.0
48429,Stephens County,TX,36.8
48431,Sterling County,TX,39.9
48433,Stonewall County,TX,39.8
48435,Sutton County,TX,43.9
48437,Swisher County,TX,40.2
48439,Tarrant County,TX,57.2
48441,Taylor County,TX,50.7
48443,Terrell County,TX,52.6
48445,Terry County,TX,41.8
48447,Throckmorton County,TX,40.8
48449,Titus County,TX,39.7
48451,Tom Green County,TX,50.7
48453,Travis County,TX,70.7
48455,Trinity County,TX,38.7
48457,Tyler County,TX,36.3
48459,Upshur County,TX,34.1
48461,Upton County,TX,40.0
48463,Uvalde County,TX,55.2
48465,Val Verde County,TX,69.4
48467,Van Zandt County,TX,37.4
48469,Victoria County,TX,49.0
48471,Walker County,TX,48.2
48473,Waller County,TX,41.5
48475,Ward County,TX,35.6
48477,Washington County,TX,50.6
48479,Webb County,TX,95.0
48481,Wharton County,TX,50.2
48483,Wheeler County,TX,42.1
48485,Wichita County,TX,52.1
48487,Wilbarger County,TX,52.5
48489,Willacy County,TX,67.0
48491,Williamson County,TX,69.6
48493,Wilson County,TX,52.6
48495,Winkler County,TX,38.9
48497,Wise County,TX,39.0
48499,Wood County,TX,42.9
48501,Yoakum County,TX,40.3
48503,Young County,TX,41.3
48505,Zapata County,TX,60.5
48507,Zavala County,TX,52.3
49001,Beaver County,UT,48.9
49003,Box Elder County,UT,52.9
49005,Cache County,UT,59.3
49007,Carbon County,UT,50.6
49009,Daggett County,UT,67.6
49011,Davis County,UT,68.2
49013,Duchesne County,UT,45.8
49015,Emery County,UT,46.7
49017,Garfield County,UT,58.0
49019,Grand County,UT,68.7
49021,Iron County,UT,46.9
49023,Juab County,UT,37.6
49025,Kane County,UT,51.1
49027,Millard County,UT,46.3
49029,Morgan County,UT,54.9
49031,Piute County,UT,39.1
49033,Rich County,UT,53.4
49035,Salt Lake County,UT,71.4
49037,San Juan County,UT,66.4
49039,Sanpete County,UT,41.9
49041,Sevier County,UT,44.9
49043,Summit County,UT,90.1
49045,Tooele County,UT,60.0
49047,Uintah County,UT,44.3
49049,Utah County,UT,59.2
49051,Wasatch County,UT,61.8
49053,Washington County,UT,53.3
49055,Wayne County,UT,55.0
49057,Weber County,UT,62.3
50001,Addison County,VT,72.4
50003,Bennington County,VT,44.2
50005,Caledonia County,VT,37.7
50007,Chittenden County,VT,75.8
50009,Essex County,VT,41.9
50011,Franklin County,VT,37.8
50013,Grand Isle County,VT,83.3
50015,Lamoille County,VT,64.4
50017,Orange County,VT,54.7
50019,Orleans County,VT,59.8
50021,Rutland County,VT,70.7
50023,Washington County,VT,48.3
50025,Windham County,VT,70.1
50027,Windsor County,VT,51.4
51001,Accomack County,VA,75.0
51003,Albemarle County,VA,66.1
51005,Alleghany County,VA,39.7
51007,Amelia County,VA,34.1
51009,Amherst County,VA,47.2
51011,Appomattox County,VA,32.4
51013,Arlington County,VA,73.1
51015,Augusta County,VA,49.4
51017,Bath County,VA,43.8
51019,Bedford County,VA,45.3
51021,Bland County,VA,39.6
51023,Botetourt County,VA,50.1
51025,Brunswick County,VA,54.5
51027,Buchanan County,VA,48.4
51029,Buckingham County,VA,39.6
51031,Campbell County,VA,40.2
51033,Caroline County,VA,43.0
51035,Carroll County,VA,33.4
51036,Charles City County,VA,80.9
51037,Charlotte County,VA,38.6
51041,Chesterfield County,VA,57.5
51043,Clarke County,VA,65.7
51045,Craig County,VA,33.1
51047,Culpeper County,VA,49.2
51049,Cumberland County,VA,36.8
51051,Dickenson County,VA,48.1
51053,Dinwiddie County,VA,48.5
51057,Essex County,VA,46.2
51059,Fairfax County,VA,79.0
51061,Fauquier County,VA,65.8
51063,Floyd County,VA,38.1
51065,Fluvanna County,VA,63.7
51067,Franklin County,VA,44.2
51069,Frederick County,VA,48.9
51071,Giles County,VA,45.5
51073,Gloucester County,VA,63.8
51075,Goochland County,VA,66.6
51077,Grayson County,VA,41.6
51079,Greene County,VA,45.9
51081,Greensville County,VA,37.1
51083,Halifax County,VA,44.0
51085,Hanover County,VA,59.5
51087,Henrico County,VA,55.5
51089,Henry County,VA,39.6
51091,Highland County,VA,61.1
51093,Isle of Wight County,VA,52.3
51095,James City County,VA,56.5
51097,King and Queen County,VA,51.9
51099,King George County,VA,41.6
51101,King William County,VA,52.5
51103,Lancaster County,VA,61.0
51105,Lee County,VA,51.5
51107,Loudoun County,VA,74.8
51109,Louisa County,VA,41.5
51111,Lunenburg County,VA,50.6
51113,Madison County,VA,56.2
51115,Mathews County,VA,62.4
51117,Mecklenburg County,VA,43.0
51119,Middlesex County,VA,64.1
51121,Montgomery County,VA,46.9
51125,Nelson County,VA,56.9
51127,New Kent County,VA,52.3
51131,Northampton County,VA,72.2
51133,Northumberland County,VA,54.5
51135,Nottoway County,VA,43.2
51137,Orange County,VA,44.2
51139,Page County,VA,38.4
51141,Patrick County,VA,40.6
51143,Pittsylvania County,VA,42.2
51145,Powhatan County,VA,38.7
51147,Prince Edward County,VA,30.8
51149,Prince George County,VA,52.4
51153,Prince William County,VA,74.5
51155,Pulaski County,VA,44.2
51157,Rappahannock County,VA,53.5
51159,Richmond County,VA,41.6
51161,Roanoke County,VA,49.5
51163,Rockbridge County,VA,46.4
51165,Rockingham County,VA,43.5
51167,Russell County,VA,47.6
51169,Scott County,VA,57.5
51171,Shenandoah County,VA,50.1
51173,Smyth County,VA,49.3
51175,Southampton County,VA,37.4
51177,Spotsylvania County,VA,45.1
51179,Stafford County,VA,60.2
51181,Surry County,VA,56.3
51183,Sussex County,VA,35.7
51185,Tazewell County,VA,44.6
51187,Warren County,VA,37.4
51191,Washington County,VA,58.7
51193,Westmoreland County,VA,45.7
51195,Wise County,VA,49.6
51197,Wythe County,VA,39.8
51199,York County,VA,68.2
51510,Alexandria city,VA,65.0
51520,Bristol city,VA,70.0
51530,Buena Vista city,VA,37.1
51540,Charlottesville city,VA,51.1
51550,Chesapeake city,VA,53.3
51570,Colonial Heights city,VA,36.1
51580,Covington city,VA,34.0
51590,Danville city,VA,34.0
51595,Emporia city,VA,33.1
51600,Fairfax city,VA,68.9
51610,Falls Church city,VA,56.4
51620,Franklin city,VA,38.5
51630,Fredericksburg city,VA,40.8
51640,Galax city,VA,37.5
51650,Hampton city,VA,62.2
51660,Harrisonburg city,VA,38.0
51670,Hopewell city,VA,31.7
51678,Lexington city,VA,39.5
51680,Lynchburg city,VA,30.6
51683,Manassas city,VA,48.6
51685,Manassas Park city,VA,44.2
51690,Martinsville city,VA,39.4
51700,Newport News city,VA,52.7
51710,Norfolk city,VA,70.3
51720,Norton city,VA,32.7
51730,Petersburg city,VA,35.1
51735,Poquoson city,VA,43.6
51740,Portsmouth city,VA,50.6
51750,Radford city,VA,35.0
51760,Richmond city,VA,42.8
51770,Roanoke city,VA,41.4
51775,Salem city,VA,46.7
51790,Staunton city,VA,46.9
51800,Suffolk city,VA,54.3
51810,Virginia Beach city,VA,63.4
51820,Waynesboro city,VA,43.3
51830,Williamsburg city,VA,39.8
51840,Winchester city,VA,43.1
53001,Adams County,WA,61.5
53003,Asotin County,WA,42.7
53005,Benton County,WA,57.8
53007,Chelan County,WA,71.6
53009,Clallam County,WA,69.5
53011,Clark County,WA,66.2
53013,Columbia County,WA,47.1
53015,Cowlitz County,WA,60.1
53017,Douglas County,WA,62.6
53019,Ferry County,WA,58.0
53021,Franklin County,WA,54.1
53023,Garfield County,WA,39.9
53025,Grant County,WA,58.1
53027,Grays Harbor County,WA,62.3
53029,Island County,WA,76.4
53031,Jefferson County,WA,78.0
53033,King County,WA,82.8
53035,Kitsap County,WA,70.8
53037,Kittitas County,WA,54.9
53039,Klickitat County,WA,48.3
53041,Lewis County,WA,52.4
53043,Lincoln County,WA,58.4
53045,Mason County,WA,62.2
53047,Okanogan County,WA,68.5
53049,Pacific County,WA,61.0
53051,Pend Oreille County,WA,41.6
53053,Pierce County,WA,66.9
53055,San Juan County,WA,83.4
53057,Skagit County,WA,68.4
53059,Skamania County,WA,39.3
53061,Snohomish County,WA,72.0
53063,Spokane County,WA,62.6
53065,Stevens County,WA,40.0
53067,Thurston County,WA,70.6
53069,Wahkiakum County,WA,49.8
53071,Walla Walla County,WA,64.7
53073,Whatcom County,WA,73.2
53075,Whitman County,WA,48.3
53077,Yakima County,WA,63.8
54001,Barbour County,WV,50.7
54003,Berkeley County,WV,56.5
54005,Boone County,WV,48.2
54007,Braxton County,WV,45.7
54009,Brooke County,WV,51.3
54011,Cabell County,WV,61.6
54013,Calhoun County,WV,35.4
54015,Clay County,WV,57.0
54017,Doddridge County,WV,60.5
54019,Fayette County,WV,56.8
54021,Gilmer County,WV,61.6
54023,Grant County,WV,45.9
54025,Greenbrier County,WV,55.9
54027,Hampshire County,WV,47.3
54029,Hancock County,WV,68.0
54031,Hardy County,WV,56.8
54033,Harrison County,WV,53.2
54035,Jackson County,WV,53.0
54037,Jefferson County,WV,65.1
54039,Kanawha County,WV,66.7
54041,Lewis County,WV,58.6
54043,Lincoln County,WV,51.4
54045,Logan County,WV,57.0
54047,McDowell County,WV,52.9
54049,Marion County,WV,58.1
54051,Marshall County,WV,45.8
54053,Mason County,WV,51.1
54055,Mercer County,WV,55.1
54057,Mineral County,WV,52.6
54059,Mingo County,WV,41.3
54061,Monongalia County,WV,60.1
54063,Monroe County,WV,49.5
54065,Morgan County,WV,41.1
54067,Nicholas County,WV,53.5
54069,Ohio County,WV,67.7
54071,Pendleton County,WV,59.8
54073,Pleasants County,WV,53.4
54075,Pocahontas County,WV,53.6
54077,Preston County,WV,57.6
54079,Putnam County,WV,59.2
54081,Raleigh County,WV,54.8
54083,Randolph County,WV,55.6
54085,Ritchie County,WV,50.4
54087,Roane County,WV,48.6
54089,Summers County,WV,64.2
54091,Taylor County,WV,48.1
54093,Tucker County,WV,61.7
54095,Tyler County,WV,42.7
54097,Upshur County,WV,51.0
54099,Wayne County,WV,55.4
54101,Webster County,WV,48.4
54103,Wetzel County,WV,57.9
54105,Wirt County,WV,49.3
54107,Wood County,WV,60.5
54109,Wyoming County,WV,53.0
55001,Adams County,WI,57.9
55003,Ashland County,WI,73.1
55005,Barron County,WI,54.3
55007,Bayfield County,WI,83.7
55009,Brown County,WI,66.2
55011,Buffalo County,WI,51.1
55013,Burnett County,WI,58.9
55015,Calumet County,WI,57.1
55017,Chippewa County,WI,57.8
55019,Clark County,WI,38.3
55021,Columbia County,WI,68.2
55023,Crawford County,WI,59.4
55025,Dane County,WI,84.4
55027,Dodge County,WI,53.2
55029,Door County,WI,79.9
55031,Douglas County,WI,46.4
55033,Dunn County,WI,50.1
55035,Eau Claire County,WI,62.8
55037,Florence County,WI,55.4
55039,Fond du Lac County,WI,56.8
55041,Forest County,WI,61.9
55043,Grant County,WI,56.0
55045,Green County,WI,64.9
55047,Green Lake County,WI,56.8
55049,Iowa County,WI,69.6
55051,Iron County,WI,67.8
55053,Jackson County,WI,51.0
55055,Jefferson County,WI,58.5
55057,Juneau County,WI,54.8
55059,Kenosha County,WI,61.7
55061,Kewaunee County,WI,52.9
55063,La Crosse County,WI,70.4
55065,Lafayette County,WI,61.3
55067,Langlade County,WI,54.7
55069,Lincoln County,WI,56.2
55071,Manitowoc County,WI,61.7
55073,Marathon County,WI,61.2
55075,Marinette County,WI,53.9
55077,Marquette County,WI,54.3
55078,Menominee County,WI,82.1
55079,Milwaukee County,WI,66.0
55081,Monroe County,WI,55.5
55083,Oconto County,WI,53.9
55085,Oneida County,WI,66.5
55087,Outagamie County,WI,65.5
55089,Ozaukee County,WI,73.0
55091,Pepin County,WI,50.4
55093,Pierce County,WI,45.0
55095,Polk County,WI,52.0
55097,Portage County,WI,63.6
55099,Price County,WI,63.1
55101,Racine County,WI,61.9
55103,Richland County,WI,59.4
55105,Rock County,WI,70.5
55107,Rusk County,WI,41.9
55109,St. Croix County,WI,51.5
55111,Sauk County,WI,64.6
55113,Sawyer County,WI,61.2
55115,Shawano County,WI,54.4
55117,Sheboygan County,WI,63.5
55119,Taylor County,WI,36.0
55121,Trempealeau County,WI,67.3
55123,Vernon County,WI,55.9
55125,Vilas County,WI,67.2
55127,Walworth County,WI,55.4
55129,Washburn County,WI,64.4
55131,Washington County,WI,58.7
55133,Waukesha County,WI,71.2
55135,Waupaca County,WI,55.3
55137,Waushara County,WI,45.7
55139,Winnebago County,WI,62.5
55141,Wood County,WI,62.9
56001,Albany County,WY,57.4
56003,Big Horn County,WY,40.5
56005,Campbell County,WY,31.7
56007,Carbon County,WY,47.3
56009,Converse County,WY,34.9
56011,Crook County,WY,31.7
56013,Fremont County,WY,54.0
56015,Goshen County,WY,41.0
56017,Hot Springs County,WY,50.5
56019,Johnson County,WY,44.0
56021,Laramie County,WY,57.8
56023,Lincoln County,WY,44.9
56025,Natrona County,WY,47.0
56027,Niobrara County,WY,31.5
56029,Park County,WY,47.0
56031,Platte County,WY,42.2
56033,Sheridan County,WY,54.1
56035,Sublette County,WY,38.0
56037,Sweetwater County,WY,51.4
56039,Teton County,WY,94.2
56041,Uinta County,WY,52.7
56043,Washakie County,WY,44.8
56045,Weston County,WY,38.6
